Planet Name,Stellar Magnitude,Discovery Date,Planet Type,Discovery Method,Orbital Radius,Eccentricity,Planet Mass (Jupiter),Planet Radius (Jupiter),Distance (light-years),Orbital Period (Years)
HD 112570 b,6.11055,2023,Gas Giant,Radial Velocity,3.9,0.2,3.42,1.17,329.95897895999997,7.2
HD 154391 b,6.1552,2023,Gas Giant,Radial Velocity,7.46,0.2,9.1,1.12,329.24469732,14.1
KMT-2021-BLG-1547L b,12.60683284365942,2023,Gas Giant,Microlensing,4.5,0.07689300021083703,1.47,1.21,16536.1092,11.3
TOI-544 c,10.777,2023,Neptune-like,Radial Velocity,15.25358028598593,0.32,0.06765261170547514,0.439,134.10425789599998,0.1371663244353183
HD 88986 b,6.46974,2023,Super Earth,Radial Velocity,0.58,0.24,0.05412208936438011,0.22232142857142861,108.503294988,0.39999999999999997
HD 110067 b,8.419,2023,Neptune-like,Transit,0.0793,0.07689300021083703,0.01790434235368156,0.19642857142857145,104.88687725999998,0.02491444216290212
HD 110067 c,8.419,2023,Neptune-like,Transit,0.1039,0.07689300021083703,0.019823788546255505,0.213,104.88687725999998,0.037508555783709784
HD 110067 d,8.419,2023,Neptune-like,Transit,0.1362,0.07689300021083703,0.026809314033983636,0.254,104.88687725999998,0.05612594113620808
HD 110067 e,8.419,2023,Neptune-like,Transit,0.1785,0.07689300021083703,0.012271869100062931,0.1732142857142857,104.88687725999998,0.08432580424366873
HD 110067 f,8.419,2023,Neptune-like,Transit,0.2163,0.07689300021083703,0.015859030837004406,0.232,104.88687725999998,0.11252566735112937
HD 110067 g,8.419,2023,Neptune-like,Transit,0.2621,0.07689300021083703,0.02643171806167401,0.233,104.88687725999998,0.15003422313483913
TOI-2134 b,8.933,2023,Neptune-like,Transit,0.078,0.06,0.028728760226557584,0.24,73.77713951199999,0.02518822724161533
TOI-2134 c,8.933,2023,Gas Giant,Transit,0.371,0.67,0.1318,0.649,73.77713951199999,0.2614647501711157
TOI-4377 b,11.707,2023,Gas Giant,Transit,0.0579,0.04,0.957,1.348,1486.6842792,0.012046543463381246
TOI-1736 b,8.953,2023,Neptune-like,Transit,0.073,0.0,0.03870358716173694,0.284,290.10989119199996,0.01943874058863792
TOI-2010 b,9.849,2023,Gas Giant,Transit,0.5516,0.21,1.286,1.054,356.12973639999996,0.388227241615332
TOI-2141 b,9.46,2023,Neptune-like,Transit,0.133,0.21,0.07551919446192573,0.278,253.36450392,0.05010266940451746
TOI-4551 b,9.973,2023,Gas Giant,Transit,0.0994,0.1,1.49,1.058,704.45129816,0.02737850787132101
TOI-1736 c,8.953,2023,Gas Giant,Radial Velocity,1.37,0.37,8.7,1.12,290.10989119199996,1.6
AU Microscopii d,8.81,2023,Super Earth,Transit Timing Variations,15.25358028598593,0.0,0.0033134046570169914,0.09107142857142858,31.709212475999994,0.03477070499657769
GJ 806 b,10.79,2023,Super Earth,Transit,0.01406,0.07689300021083703,0.005978602894902454,0.11883928571428572,39.28385941999999,0.0024640657084188913
GJ 806 c,10.79,2023,Neptune-like,Radial Velocity,0.0523,0.07689300021083703,0.018250471994965385,0.203,39.28385941999999,0.018069815195071868
TOI-1420 b,11.655,2023,Neptune-like,Transit,0.071,0.17,0.078980490874764,1.061,658.56767208,0.019164955509924708
TOI-1194 b,11.302,2023,Gas Giant,Transit,0.034,0.0,0.37756,0.778,488.14790051999995,0.006297056810403832
TOI-5344 b,15.402,2023,Gas Giant,Transit,0.04041,0.054,0.412,0.946,451.2922725199999,0.010403832991101985
TOI-5398 c,10.059,2023,Neptune-like,Transit,0.057,0.14,0.037130270610446825,0.314,426.79143379999994,0.013141683778234086
TOI-5126 b,10.141,2023,Neptune-like,Transit,0.06519,0.0,0.06356198867212083,0.423,523.19988584,0.015058179329226557
TOI-5126 c,10.141,2023,Neptune-like,Transit,0.1439,0.0,0.04468219005663939,0.344,523.19988584,0.04900752908966461
HIP 66074 b,10.25,2023,Gas Giant,Astrometry,0.799,0.95,5.0,1.15,115.602080328,0.8511978097193702
Kepler-1513 c,13.071,2023,Gas Giant,Transit Timing Variations,15.25358028598593,0.12,0.266,0.984,1139.09004532,2.3
GJ 724 b,10.638,2023,Neptune-like,Radial Velocity,0.04685,0.58,0.03382630585273757,0.292,55.334974648,0.013963039014373716
GJ 3988 b,13.627,2023,Super Earth,Radial Velocity,0.0405,0.0,0.011611076148521082,0.15535714285714286,32.32369038,0.0188911704312115
TOI-1801 b,11.58,2023,Super Earth,Transit,0.075,0.0,0.018055380742605414,0.18562500000000004,100.063356176,0.02902121834360027
TOI-858 B b,11.183,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,1.1,0.5114834271703597,816.98490284,1.7022587894645302
HAT-P-2 c,8.72,2023,Gas Giant,Radial Velocity,15.25358028598593,0.37,10.7,1.11,416.74256743999996,23.3
TOI-199 c,10.701,2023,Gas Giant,Transit Timing Variations,0.807,0.1,0.28,1.01,333.55974119999996,0.7493497604380561
TOI-199 b,10.701,2023,Gas Giant,Transit,0.4254,0.09,0.17,0.81,333.55974119999996,0.28720054757015745
TOI-1408 b,9.270001,2023,Gas Giant,Transit,0.05778,0.0,1.86579,2.23,454.93543504,0.012046543463381246
TOI-4600 c,12.577,2023,Gas Giant,Transit,1.152,0.21,9.27,0.841,704.67960736,1.3218343600273785
TOI-4600 b,12.577,2023,Gas Giant,Transit,0.349,0.25,3.02,0.607,704.67960736,0.22642026009582478
TOI-4201 b,15.163,2023,Gas Giant,Transit,0.04,0.04,2.48,1.22,616.4707171599999,0.009856262833675565
TOI-1853 b,12.178,2023,Gas Giant,Transit,0.0213,0.03,0.23031,0.309,538.4998638,0.0032854209445585215
LHS 475 b,13.0,2023,Terrestrial,Transit,0.02037,0.0,0.002960981749528005,0.08848214285714286,40.708834984,0.0054757015742642025
HIP 113103 c,9.95,2023,Neptune-like,Transit,0.10479,0.17,0.019981120201384518,0.214,150.723863032,0.03887748117727584
HIP 113103 b,9.95,2023,Super Earth,Transit,0.06899,0.17,0.012586532410320955,0.16330357142857144,150.723863032,0.02080766598220397
HD 99492 c,7.56727,2023,Neptune-like,Radial Velocity,15.25358028598593,0.06,0.05632473253618627,0.394,59.372785928,0.26064339493497607
75 Ceti c,5.3532,2023,Gas Giant,Radial Velocity,3.929,0.02,0.912,1.24,270.58325762799996,5.6
TOI-332 b,12.349,2023,Gas Giant,Transit,0.0159,0.0,0.17997,0.285,726.8451691199999,0.002190280629705681
KMT-2022-BLG-1013L b,12.60683284365942,2023,Gas Giant,Microlensing,1.38,0.07689300021083703,0.31,1.08,25146.6276,3.8
KMT-2022-BLG-0371L b,12.60683284365942,2023,Gas Giant,Microlensing,3.02,0.07689300021083703,0.26,0.971,23287.538399999998,6.6
KMT-2021-BLG-2010L b,12.60683284365942,2023,Gas Giant,Microlensing,1.79,0.07689300021083703,1.07,1.23,23124.4604,3.9
HIP 29442 d,9.49,2023,Super Earth,Radial Velocity,0.0649,0.07689300021083703,0.016047828823159218,0.1223214285714286,222.41229951999998,0.017522245037645448
HIP 29442 c,9.49,2023,Super Earth,Radial Velocity,0.0436,0.07689300021083703,0.014159848961611076,0.1410714285714286,222.41229951999998,0.009582477754962354
HD 75302 b,7.45,2023,Gas Giant,Radial Velocity,5.3,0.39,5.4,1.14,98.919200928,11.9
HD 73256 c,8.08,2023,Gas Giant,Radial Velocity,3.8,0.16,16.0,1.09,119.72534447999999,7.4
HD 185283 b,9.03,2023,Gas Giant,Radial Velocity,4.6,0.07,1.3,1.22,102.39667619999999,11.1
HD 135625 b,7.72,2023,Gas Giant,Radial Velocity,5.4,0.16,2.3,1.19,184.33684807999998,11.1
HD 108202 b,10.26,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,3.0,0.5114834271703597,126.172143976,1.7022587894645302
GJ 9404 b,10.62,2023,Neptune-like,Radial Velocity,0.0943,0.49,0.037444933920704845,0.31,77.898772884,0.03696098562628337
TOI-4860 b,16.47,2023,Gas Giant,Transit,0.01808,0.01,0.273,0.77,261.388919988,0.004106776180698152
TOI-2095 c,13.19,2023,Super Earth,Transit,0.137,0.0,0.02328508495909377,0.11875000000000001,136.71676745599999,0.07720739219712526
TOI-2095 b,13.19,2023,Super Earth,Transit,0.101,0.0,0.01290119572057898,0.11160714285714286,136.71676745599999,0.048459958932238194
TOI-198 b,11.688,2023,Super Earth,Transit,0.1,0.07689300021083703,0.008401510383889237,0.1285714285714286,77.384424872,0.02792607802874743
HD 36384 b,6.18839,2023,Gas Giant,Radial Velocity,1.3,0.2,6.6,1.13,682.6738620399999,1.3415468856947297
TOI-1052 c,9.511,2023,Neptune-like,Radial Velocity,0.2263,0.24,0.1079295154185022,0.578,423.36353424,0.09801505817932922
TOI-1052 b,9.511,2023,Super Earth,Transit,0.09103,0.18,0.05317809943360603,0.25625000000000003,423.36353424,0.02491444216290212
TOI-470 b,11.171,2023,Neptune-like,Transit,0.119,0.07689300021083703,0.054751415984896155,0.387,425.5031176,0.03340177960301163
TOI-444 b,9.86,2023,Neptune-like,Transit,0.133,0.07689300021083703,0.025487728130899934,0.247,187.204737788,0.049281314168377825
TOI-262 b,8.91,2023,Super Earth,Transit,0.163,0.07689300021083703,0.015544367526746383,0.18482142857142858,143.28685392,0.030390143737166322
HN Librae b,11.311,2023,Neptune-like,Radial Velocity,0.1417,0.08,0.017180616740088105,0.19642857142857145,20.3665504952,0.09883641341546887
TOI-1470 c,13.459,2023,Neptune-like,Transit,0.106,0.5,0.022781623662680932,0.22,169.439020468,0.04955509924709104
TOI-1470 b,13.459,2023,Super Earth,Transit,0.0285,0.3,0.02303335431088735,0.19464285714285717,169.439020468,0.006844626967830253
HD 6860 b,2.06763,2023,Gas Giant,Radial Velocity,2.03,0.28,28.26,1.06,199.36184391639998,1.8
HD 112300 b,3.39515,2023,Gas Giant,Radial Velocity,1.33,0.36,15.83,1.09,202.45559665439998,1.2774811772758385
GJ 367 d,10.153,2023,Neptune-like,Radial Velocity,15.25358028598593,0.14,0.01897419760855884,0.208,30.699857502799997,0.09418206707734428
GJ 367 c,10.153,2023,Super Earth,Radial Velocity,15.25358028598593,0.09,0.012995594713656387,0.1660714285714286,30.699857502799997,0.03148528405201916
DMPP-4 b,5.72936,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.038388923851478914,0.5114834271703597,82.610096304,1.7022587894645302
TOI-615 b,10.825,2023,Gas Giant,Transit,0.0678,0.39,0.435,1.693,1175.49231648,0.012867898699520876
TOI-4184 b,17.12,2023,Neptune-like,Transit,0.0336,0.07689300021083703,0.02039018250471995,0.217,226.237783244,0.013415468856947298
TOI-622 b,8.995,2023,Gas Giant,Transit,0.0708,0.42,0.303,0.824,402.14056331999996,0.017522245037645448
TOI-5293 A b,16.19,2023,Gas Giant,Transit,0.034,0.38,0.54,1.06,529.11961724,0.007939767282683094
TOI-3984 A b,15.694,2023,Gas Giant,Transit,0.041,0.23,0.14,0.71,355.12843747999995,0.012046543463381246
TOI-3785 b,14.595,2023,Neptune-like,Transit,0.043,0.11,0.04704216488357457,0.459,260.153114904,0.012867898699520876
TOI-2641 b,11.693,2023,Gas Giant,Transit,0.0607,0.18,0.386,1.615,1122.1234102,0.013415468856947298
TOI-2084 b,15.115,2023,Neptune-like,Transit,0.05006,0.07689300021083703,0.02095657646318439,0.22,373.60843644,0.016700889801505817
HIP 81208 C b,12.60683284365942,2023,Gas Giant,Imaging,23.04,0.07689300021083703,14.8,1.09,481.1877314799999,285.2
HD 235088 b,9.19,2023,Neptune-like,Transit,0.071,0.0,0.013215859030837005,0.18526785714285718,134.280382136,0.02026009582477755
WASP-193 b,11.972,2023,Gas Giant,Transit,0.0676,0.06,0.139,1.464,1180.9684757199998,0.016974674880219028
TOI-1680 b,15.87,2023,Super Earth,Transit,0.03144,0.07689300021083703,0.008653241032095657,0.13089285714285714,121.39819860399999,0.013141683778234086
MOA-2022-BLG-249L b,12.60683284365942,2023,Super Earth,Microlensing,1.63,0.07689300021083703,0.015198237885462556,0.18214285714285716,6523.12,4.9
TOI-784 b,9.412,2023,Super Earth,Transit,0.038,0.0,0.030427942101950912,0.17232142857142857,210.69579753199997,0.0076659822039698835
WASP-84 c,10.825,2023,Super Earth,Transit,0.02359,0.07689300021083703,0.04782882315921963,0.17410714285714288,328.07379727999995,0.0038329911019849418
TOI-411 c,8.270001,2022,Super Earth,Transit,0.1017,0.16,0.030585273757079926,0.20785714285714285,204.758127552,0.026283367556468172
TOI-411 b,8.270001,2022,Super Earth,Transit,0.05727,0.13,0.04314033983637508,0.12160714285714287,204.758127552,0.010951403148528405
TOI-1634 c,13.217,2022,Neptune-like,Radial Velocity,15.25358028598593,0.0,1.3748344376203327,0.5114834271703597,115.046962816,0.28199863107460643
Rho Coronae Borealis e,5.41,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.011925739458779106,0.5114834271703597,57.11252484799999,1.7022587894645302
Rho Coronae Borealis d,5.41,2023,Neptune-like,Radial Velocity,0.827,0.0,0.06796727501573317,0.44,57.11252484799999,0.7726214921286789
HD 22946 d,8.270001,2023,Neptune-like,Transit,0.2958,0.07689300021083703,0.08360604153555695,0.233,204.758127552,0.1297741273100616
BD-210397 c,9.84,2023,Gas Giant,Radial Velocity,5.9,0.43,4.8,1.15,77.40464654399999,17.1
BD-210397 b,9.84,2023,Gas Giant,Radial Velocity,2.63,0.1,0.7,1.25,77.40464654399999,5.2
TOI-908 b,11.316,2023,Neptune-like,Transit,0.041657,0.13,0.05077721837633732,0.284,573.21264688,0.008761122518822724
TOI-4010 e,12.291,2023,Gas Giant,Radial Velocity,1.57,0.26,2.17728,1.19,578.9399462399999,2.1
TOI-4010 d,12.291,2023,Gas Giant,Transit,0.113,0.07,0.12004405286343611,0.551,578.9399462399999,0.040246406570841886
TOI-4010 c,12.291,2023,Neptune-like,Transit,0.058,0.03,0.06390811831340465,0.529,578.9399462399999,0.014784394250513347
TOI-4010 b,12.291,2023,Neptune-like,Transit,0.0229,0.03,0.03461296412838263,0.269,578.9399462399999,0.003559206023271732
TOI-2000 c,10.984,2023,Gas Giant,Transit,0.0878,0.06,0.257,0.727,573.09849228,0.02491444216290212
TOI-2000 b,10.984,2023,Super Earth,Transit,0.04271,0.0,0.03461296412838263,0.2410714285714286,573.09849228,0.008487337440109514
HIP 9618 c,9.2,2023,Neptune-like,Transit,0.269,0.0,0.02202643171806167,0.306,220.31120256799997,0.14401095140314854
HIP 9618 b,9.2,2023,Neptune-like,Transit,0.145,0.0,0.026117054751415986,0.342,220.31120256799997,0.05694729637234771
HIP 54597 b,9.83,2023,Gas Giant,Radial Velocity,4.0,0.03,2.4,1.18,129.62385292399998,9.0
HD 94771 b,7.37,2023,Gas Giant,Radial Velocity,3.48,0.39,0.53,1.27,188.455219892,5.9
HD 74698 c,7.78,2023,Gas Giant,Radial Velocity,4.5,0.2,0.4,1.24,169.81246908799997,9.4
HD 74698 b,7.78,2023,Neptune-like,Radial Velocity,0.121,0.1,0.0723725613593455,0.457,169.81246908799997,0.04106776180698152
HD 15906 c,9.78,2023,Neptune-like,Transit,0.141,0.04,0.02803650094398993,0.261,148.603522876,0.05913757700205339
HD 15906 b,9.78,2023,Neptune-like,Transit,0.09,0.11,0.01777847702957835,0.20000000000000004,148.603522876,0.029842573579739906
GJ 328 c,9.99,2023,Neptune-like,Radial Velocity,0.657,0.07689300021083703,0.06733794839521712,0.438,66.94873749599999,0.6620123203285422
TOI-2018 b,10.25,2023,Super Earth,Transit,15.25358028598593,0.0,0.028949024543738197,0.20249999999999999,91.30932913599999,0.02026009582477755
MOA-2020-BLG-208L b,12.60683284365942,2023,Gas Giant,Microlensing,2.74,0.07689300021083703,0.14473,0.688,24429.0844,6.9
HD 89839 b,7.64,2023,Gas Giant,Radial Velocity,4.761,0.19,5.01,1.15,186.90793582799998,9.4
HD 167677 b,8.9,2023,Gas Giant,Radial Velocity,2.877,0.18,2.85,1.18,177.186856248,5.0
HD 165131 b,8.42,2023,Gas Giant,Radial Velocity,3.54,0.67,18.7,1.08,187.29932302799998,6.4
TOI-4127 b,11.441,2023,Gas Giant,Transit,0.3081,0.75,2.3,1.096,1042.4989459199999,0.15441478439425052
TOI-1416 b,9.91,2023,Super Earth,Transit,0.019,0.0,0.010950283196979231,0.14464285714285716,179.42983106,0.0030116358658453116
TOI-5678 b,11.438,2023,Neptune-like,Transit,0.249,0.14,0.06293266205160478,0.438,539.43919308,0.13059548254620124
K2-417 b,13.909,2023,Neptune-like,Transit,0.063,0.07689300021083703,2.2,0.295,306.724930144,0.01779603011635866
K2-416 b,14.794,2023,Gas Giant,Transit,0.088,0.07689300021083703,5.2,0.237,392.40154516,0.03586584531143053
TOI-1859 b,10.33,2023,Gas Giant,Transit,0.337,0.57,0.216,0.87,731.8451405999999,0.17385352498288842
OGLE-2019-BLG-0679L b,12.60683284365942,2023,Gas Giant,Microlensing,6.99,0.07689300021083703,3.34,1.17,18362.5828,22.8
OGLE-2019-BLG-0249L b,12.60683284365942,2023,Gas Giant,Microlensing,1.84,0.07689300021083703,7.12,1.13,20776.137199999997,2.6
KMT-2019-BLG-2783L b,12.60683284365942,2023,Gas Giant,Microlensing,1.85,0.07689300021083703,1.16,1.22,19275.8196,4.3
TOI-913 b,10.452,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.020736312146003775,0.219,212.578369964,0.030390143737166322
TOI-715 b,16.683,2023,Super Earth,Transit,0.083,0.07689300021083703,0.009502831969792323,0.13839285714285715,138.305799488,0.05284052019164956
TOI-672 b,13.576,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.07583385777218377,0.469,218.221521076,0.009856262833675565
TOI-5803 b,10.655,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.03366897419760856,0.292,274.012135656,0.014784394250513347
TOI-5704 b,11.529,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.03303964757709251,0.288,292.35645372,0.010403832991101985
TOI-4308 b,11.251,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.020232850849590936,0.216,355.28825392,0.02518822724161533
TOI-3082 b,12.934,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.040906230333543105,0.327,368.71283488,0.005201916495550993
TOI-2498 b,11.196,2023,Neptune-like,Transit,0.0491,0.09,0.10893643801132787,0.541,897.7933133999999,0.010130047912388775
TOI-2459 b,10.772,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.028414096916299557,0.263,119.40995162799999,0.052292950034223136
TOI-2443 b,9.51,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.025519194461925736,0.5114834271703597,78.03543224799999,1.7022587894645302
TOI-2194 b,8.42,2023,Super Earth,Transit,15.25358028598593,0.07689300021083703,0.014505978602894903,0.17758928571428573,63.832316916,0.04188911704312115
TOI-139 b,10.55,2023,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.020767778477029576,0.219,138.310039516,0.030390143737166322
KMT-2022-BLG-0440L b,12.60683284365942,2023,Neptune-like,Microlensing,1.9,0.07689300021083703,0.048458149779735685,0.361,11415.46,3.6
KMT-2019-BLG-1216L b,12.60683284365942,2023,Neptune-like,Microlensing,2.44,0.07689300021083703,0.09400840151038388,0.533,8936.6744,6.1
KMT-2019-BLG-0298L b,12.60683284365942,2023,Gas Giant,Microlensing,5.67,0.07689300021083703,1.81,1.2,21885.0676,16.1
HD 207496 b,8.23,2023,Super Earth,Transit,0.0629,0.23,0.019194461925739457,0.20089285714285715,76.99238536,0.017522245037645448
LP 791-18 d,16.91,2023,Super Earth,Transit,0.01992,0.0,0.0028319697923222154,0.09214285714285715,86.40753061199999,0.0076659822039698835
TOI-244 b,12.861,2023,Super Earth,Transit,0.0559,0.07689300021083703,0.00843297671491504,0.13571428571428573,71.864234572,0.02026009582477755
TOI-1221 b,10.494,2023,Neptune-like,Transit,0.387,0.21,3.5,0.26,451.43578116,0.2510609171800137
Kepler-2001 c,15.981,2023,Super Earth,Transit,0.1084,0.0,0.01249213341724355,0.1625,2532.7644179999998,0.03860369609856263
Kepler-2001 b,15.981,2023,Super Earth,Transit,0.0197,0.0,0.003524229074889868,0.09285714285714286,2532.7644179999998,0.0030116358658453116
Kepler-2000 c,15.642,2023,Super Earth,Transit,0.1228,0.0,0.009723096286972939,0.14017857142857143,1045.61699728,0.05639972621492129
Kepler-2000 b,15.642,2023,Neptune-like,Transit,0.0562,0.0,0.02485840151038389,0.296,1045.61699728,0.017522245037645448
Kepler-1999 b,16.433,2023,Neptune-like,Transit,0.0713,0.0,0.033983637507866586,0.317,2287.1852578,0.023819301848049278
Kepler-1998 b,12.74,2023,Terrestrial,Transit,0.0405,0.0,0.0004908747640025173,0.053571428571428575,1112.0778053999998,0.008213552361396304
Kepler-1997 b,15.454,2023,Neptune-like,Transit,0.1815,0.0,0.01831340465701699,0.218,4899.9720504,0.07337440109514032
Kepler-1996 c,15.11,2023,Neptune-like,Transit,0.3608,0.0,0.026117054751415986,0.251,1436.9161351599998,0.2537987679671458
Kepler-1996 b,15.11,2023,Neptune-like,Transit,0.1789,0.0,0.018030207677784772,0.205,1436.9161351599998,0.08870636550308007
Kepler-1995 b,15.516,2023,Neptune-like,Transit,0.3259,0.0,0.05317809943360603,0.412,1941.70777636,0.20205338809034906
Kepler-1994 b,12.01,2023,Terrestrial,Transit,0.053,0.0,0.0002737570799244808,0.04553571428571429,789.26816596,0.012594113620807664
Kepler-1993 b,13.451,2023,Neptune-like,Transit,0.1943,0.0,0.050660792951541855,0.395,3365.6363796,0.0731006160164271
Kepler-1992 b,13.79,2023,Terrestrial,Transit,0.1169,0.0,0.0021806167400881056,0.08125,1738.2647098,0.04271047227926078
